"","VTID","Positive","stg4_6","stg7_8","stg9_10","stg11_12","stg13_14","stg15_16"
"3727","VT38440",0,0,0,0,0,1,0
"3728","VT38441",0,0,0,0,0,0,0
"3729","VT38444",0,0,0,0,0,0,0
"3730","VT38446",0,0,0,0,0,0,1
"3731","VT38447",1,0,0,0,0,1,1
"3732","VT38448",0,0,0,0,0,0,0
"3733","VT38449",1,0,0,0,0,1,1
"3734","VT3849",1,0,0,1,1,1,1
"3735","VT38530",0,0,0,0,0,0,0
"3736","VT38531",1,0,0,1,1,1,1
"3737","VT38539",0,0,0,0,0,0,0
"3738","VT38543",1,0,0,1,1,1,1
"3739","VT38544",1,1,1,1,1,1,1
"3740","VT38545",1,1,1,1,1,1,0
"3741","VT38550",1,1,1,1,1,1,1
"3742","VT38594",0,0,0,0,0,0,0
"3743","VT38595",0,0,0,0,0,0,0
"3744","VT38596",0,0,0,0,0,0,0
"3745","VT38598",0,0,0,0,0,0,0
"3746","VT38600",1,0,1,1,1,1,1
"3747","VT38601",1,0,0,0,0,1,1
"3748","VT38602",1,0,0,0,0,0,1
"3749","VT38603",0,0,0,0,0,0,1
"3750","VT38605",0,0,0,0,0,0,0
"3751","VT38606",0,0,0,0,0,0,0
"3752","VT38607",1,0,0,0,0,0,1
"3753","VT38609",0,0,0,0,0,0,0
"3754","VT38610",0,0,0,0,0,0,1
"3755","VT38617",1,0,1,0,0,1,1
"3756","VT38652",1,0,0,0,0,0,1
"3757","VT38668",0,0,0,1,1,0,0
"3758","VT38670",0,0,0,0,0,0,0
"3759","VT38776",1,0,0,0,0,1,1
"3760","VT38777",1,0,0,0,0,1,1
"3761","VT38778",0,0,0,0,0,0,0
"3762","VT38779",1,0,0,1,1,1,1
"3763","VT38780",1,1,1,1,1,1,1
"3764","VT38781",1,1,1,1,0,1,1
"3765","VT38782",0,0,0,0,0,0,0
"3766","VT38786",1,0,0,0,0,1,1
"3767","VT38787",0,0,0,0,1,1,0
"3768","VT38788",1,0,0,0,0,0,1
"3769","VT38789",1,0,0,0,0,1,0
"3770","VT38790",0,0,0,0,0,0,0
"3771","VT38792",1,0,0,0,0,1,1
"3772","VT38793",1,0,0,0,0,1,1
"3773","VT38795",1,0,0,0,1,1,1
"3774","VT38796",0,0,0,0,0,0,0
"3775","VT38797",1,0,0,0,0,1,0
"3776","VT38798",1,0,0,0,0,1,0
"3777","VT3881",0,0,0,0,0,0,0
"3778","VT38814",0,0,0,0,0,0,0
"3779","VT38815",1,0,0,1,1,1,1
"3780","VT38816",1,0,0,0,1,0,0
"3781","VT38817",1,0,0,0,0,1,1
"3782","VT38818",0,0,0,0,0,0,0
"3783","VT38819",0,0,0,0,0,0,0
"3784","VT38820",0,0,0,0,0,0,0
"3785","VT38821",0,0,0,0,0,0,0
"3786","VT38822",1,1,0,0,1,1,1
"3787","VT38823",0,0,0,0,0,0,0
"3788","VT38824",0,0,0,0,0,1,1
"3789","VT38825",0,0,0,0,0,0,0
"3790","VT38826",0,0,0,0,0,0,0
"3791","VT38827",0,0,0,0,1,1,1
"3792","VT38828",0,0,0,0,0,0,0
"3793","VT38829",0,0,0,0,0,0,0
"3794","VT3883",0,0,0,0,1,0,0
"3795","VT3884",0,0,0,0,0,0,0
"3796","VT3885",0,0,0,0,0,0,0
"3797","VT3886",0,0,0,0,0,0,0
"3798","VT38860",1,0,0,0,0,0,1
"3799","VT38865",0,0,0,0,0,0,0
"3800","VT38866",1,0,0,1,1,1,1
"3801","VT38868",1,1,0,0,0,0,1
"3802","VT3887",0,0,0,0,0,0,0
"3803","VT38871",1,0,0,0,1,1,1
"3804","VT38873",1,0,0,0,1,1,1
"3805","VT38874",0,0,0,0,0,0,0
"3806","VT38875",1,0,0,0,0,0,1
"3807","VT38876",0,0,0,0,0,0,0
"3808","VT38877",1,0,0,0,1,1,1
"3809","VT3888",0,0,0,0,0,0,0
"3810","VT38884",1,0,0,1,1,1,1
"3811","VT38885",1,0,0,1,1,1,1
"3812","VT38886",1,0,1,1,1,1,1
"3813","VT3889",0,0,0,0,0,0,0
"3814","VT38926",0,0,0,0,0,0,0
"3815","VT38948",0,0,0,0,0,0,0
"3816","VT38953",0,0,0,0,0,0,0
"3817","VT3896",0,0,0,0,0,0,0
"3818","VT38964",1,0,0,0,1,1,1
"3819","VT38980",0,0,0,0,0,0,0
"3820","VT38981",1,1,1,1,1,1,0
"3821","VT38983",0,0,0,0,0,0,0
"3822","VT38988",0,0,0,0,0,0,0
"3823","VT38989",0,0,0,0,0,0,0
"3824","VT38991",1,0,0,1,1,1,1
"3825","VT38993",1,0,0,0,1,1,0
"3826","VT39045",1,1,1,0,0,0,0
"3827","VT39046",0,0,0,0,0,0,0
"3828","VT39047",0,0,0,0,0,0,0
"3829","VT39048",0,0,0,0,0,0,0
"3830","VT39050",1,0,0,0,0,0,1
"3831","VT39051",0,0,0,0,0,0,0
"3832","VT39092",0,0,0,0,0,0,1
"3833","VT39095",0,0,0,0,0,0,0
"3834","VT39096",1,0,0,0,0,1,0
"3835","VT39097",0,0,0,0,0,0,0
"3836","VT39098",0,0,0,0,0,0,0
"3837","VT39168",1,0,0,1,1,1,1
"3838","VT39304",1,0,0,0,0,1,0
"3839","VT39305",0,0,0,0,0,0,1
"3840","VT39306",0,0,0,0,0,1,0
"3841","VT39307",1,0,1,1,1,1,1
"3842","VT39308",1,0,0,0,0,1,1
"3843","VT39344",0,0,0,0,0,0,1
"3844","VT39350",1,0,0,1,1,1,0
"3845","VT39356",1,0,0,0,0,0,1
"3846","VT39357",1,0,0,0,0,1,1
"3847","VT39361",0,0,0,0,0,0,0
"3848","VT39362",0,0,0,0,0,0,0
"3849","VT39419",0,0,0,0,0,0,0
"3850","VT39428",1,1,1,1,1,1,1
"3851","VT39429",1,0,0,0,0,1,1
"3852","VT39431",1,1,1,1,1,1,1
"3853","VT39433",1,0,1,1,1,0,0
"3854","VT39434",1,0,0,0,1,1,1
"3855","VT39435",0,0,0,0,0,0,0
"3856","VT39456",0,0,0,1,1,1,0
"3857","VT39457",1,0,0,0,0,1,1
"3858","VT39458",0,0,0,0,0,1,0
"3859","VT39459",1,0,0,0,0,1,1
"3860","VT39460",1,0,0,0,1,1,1
"3861","VT39461",1,0,0,0,0,1,1
"3862","VT39462",1,0,0,1,1,1,1
"3863","VT39463",1,0,0,1,1,1,1
"3864","VT39464",0,0,0,0,0,0,0
"3865","VT39465",1,0,0,0,1,1,1
"3866","VT39467",1,0,0,1,1,1,1
"3867","VT39469",1,0,0,0,1,1,1
"3868","VT39470",1,0,0,1,1,1,0
"3869","VT39472",1,0,0,1,1,1,0
"3870","VT39473",0,0,0,0,0,0,0
"3871","VT39474",0,0,0,0,0,0,0
"3872","VT39475",1,0,0,0,0,0,1
"3873","VT39478",0,0,0,0,0,1,1
"3874","VT39480",0,0,0,0,0,0,0
"3875","VT39481",0,0,0,0,0,0,0
"3876","VT39482",1,0,0,0,0,1,1
"3877","VT39484",0,0,0,0,0,0,0
"3878","VT39485",1,0,0,0,1,1,1
"3879","VT39486",1,0,0,1,1,1,0
"3880","VT39487",1,0,0,1,1,1,1
"3881","VT39488",1,0,0,0,0,1,1
"3882","VT39489",0,0,0,0,0,0,0
"3883","VT39490",1,0,0,0,1,1,1
"3884","VT39491",1,0,0,1,0,0,0
"3885","VT39493",1,0,0,0,1,1,1
"3886","VT39494",1,0,0,0,1,1,1
"3887","VT39496",0,0,0,0,0,0,0
"3888","VT39497",1,0,0,0,1,1,1
"3889","VT39498",1,0,0,1,1,1,1
"3890","VT39499",1,0,0,0,0,1,1
"3891","VT39501",1,0,0,0,1,1,1
"3892","VT39502",1,0,0,0,1,1,1
"3893","VT39504",1,0,0,0,0,1,1
"3894","VT39505",0,0,0,0,0,0,0
"3895","VT39509",1,0,0,0,0,1,0
"3896","VT39511",1,0,0,0,0,1,1
"3897","VT39512",0,0,0,0,0,0,0
"3898","VT39513",1,1,1,1,1,1,1
"3899","VT39517",0,0,0,0,0,0,0
"3900","VT39518",0,0,0,0,0,0,0
"3901","VT39519",1,0,0,1,1,0,1
"3902","VT39520",1,0,0,0,1,1,1
"3903","VT39521",1,0,0,0,1,1,1
"3904","VT39522",0,0,0,0,0,0,0
"3905","VT39523",1,0,0,1,1,1,1
"3906","VT39524",1,0,0,0,1,1,1
"3907","VT39525",1,0,0,0,1,1,1
"3908","VT39526",0,0,0,0,0,1,1
"3909","VT39527",1,0,0,1,1,1,1
"3910","VT39529",1,0,0,1,1,1,1
"3911","VT39530",1,1,1,1,1,1,1
"3912","VT39531",1,0,0,0,1,1,1
"3913","VT39533",1,0,0,0,0,1,1
"3914","VT39535",1,1,0,0,1,1,1
"3915","VT39536",1,0,0,1,1,1,1
"3916","VT39537",0,0,0,0,0,0,0
"3917","VT39538",0,0,0,0,0,0,0
"3918","VT39539",0,0,0,0,0,0,0
"3919","VT39540",1,0,1,1,1,1,1
"3920","VT39541",0,0,0,0,0,0,0
"3921","VT39542",1,1,1,1,0,0,0
"3922","VT39543",1,0,0,0,0,1,1
"3923","VT39544",1,1,1,1,1,1,1
"3924","VT39546",1,1,1,1,1,1,1
"3925","VT39547",1,1,1,1,1,1,1
"3926","VT39549",1,0,0,1,1,1,1
"3927","VT39550",1,0,0,0,0,1,1
"3928","VT39553",1,0,0,0,0,0,1
"3929","VT39554",0,0,0,0,0,0,0
"3930","VT39555",0,0,0,0,0,0,0
"3931","VT39556",1,1,1,1,1,1,1
"3932","VT39559",1,1,1,0,0,0,0
"3933","VT39562",0,0,0,0,0,0,0
"3934","VT39563",1,0,0,0,0,1,1
"3935","VT39565",0,0,0,0,0,0,0
"3936","VT39567",1,0,0,1,1,1,1
"3937","VT39569",0,0,0,0,0,1,0
"3938","VT39571",1,1,1,1,1,1,1
"3939","VT39573",1,0,0,0,0,1,1
"3940","VT39575",1,0,0,0,1,1,1
"3941","VT39620",0,0,0,0,1,1,0
"3942","VT39621",0,0,0,0,0,0,1
"3943","VT39622",0,0,0,0,0,0,1
"3944","VT39623",0,0,0,0,1,1,1
"3945","VT39624",0,0,0,0,0,0,0
"3946","VT39625",0,0,0,0,0,1,1
"3947","VT39626",1,0,0,0,1,1,0
"3948","VT39693",0,0,0,0,0,0,0
"3949","VT39695",0,0,0,0,0,0,0
"3950","VT39752",1,0,0,1,1,1,1
"3951","VT39760",1,0,0,0,0,0,1
"3952","VT39763",1,1,1,1,0,1,1
"3953","VT39769",0,0,0,0,0,0,0
"3954","VT39787",1,0,0,0,0,1,1
"3955","VT39804",0,0,0,0,0,0,0
"3956","VT39959",0,0,0,0,0,0,0
"3957","VT39960",0,0,0,0,0,0,0
"3958","VT39961",0,0,0,0,0,0,0
"3959","VT39962",0,0,0,0,1,1,0
"3960","VT39963",1,0,0,0,0,1,1
"3961","VT39964",0,0,0,0,1,0,0
"3962","VT39966",1,0,0,0,1,1,0
"3963","VT39971",0,0,0,0,0,0,0
"3964","VT39972",0,0,0,0,0,0,0
"3965","VT39973",0,0,0,0,0,0,0
"3966","VT39974",0,0,0,0,0,0,0
"3967","VT39975",1,1,1,0,0,0,0
"3968","VT39976",0,0,0,0,0,0,0
"3969","VT39977",0,0,0,0,0,0,0
"3970","VT39979",1,0,1,1,1,0,0
"3971","VT39996",0,0,0,0,0,0,0
"3972","VT39997",0,0,0,0,0,1,1
"3973","VT40001",1,0,0,0,0,1,1
"3974","VT40002",0,0,0,0,0,0,0
"3975","VT40003",0,0,0,0,0,0,0
"3976","VT40004",1,1,0,0,0,0,0
"3977","VT40005",0,0,0,0,0,0,0
"3978","VT40007",1,0,0,0,0,0,1
"3979","VT40008",0,0,0,0,0,0,0
"3980","VT40009",1,0,0,0,0,1,1
"3981","VT40010",0,0,0,0,0,0,0
"3982","VT40012",0,0,0,1,0,0,0
"3983","VT40015",1,0,0,1,1,1,1
"3984","VT40016",0,0,0,0,0,1,0
"3985","VT40017",0,0,0,0,0,1,0
"3986","VT40021",1,0,0,0,1,0,0
"3987","VT40022",0,0,0,0,0,0,0
"3988","VT40023",0,0,0,0,0,1,1
"3989","VT40026",1,0,0,0,1,1,1
"3990","VT40027",1,0,0,0,0,1,1
"3991","VT40028",1,0,0,0,0,0,1
"3992","VT40033",0,0,0,0,0,0,0
"3993","VT40034",1,0,0,1,0,0,0
"3994","VT40035",0,0,0,0,0,0,0
"3995","VT40038",0,0,0,0,0,0,1
"3996","VT40039",1,0,0,0,0,1,1
"3997","VT40040",0,0,0,0,0,0,0
"3998","VT40041",0,0,0,0,0,0,0
"3999","VT40042",1,0,0,0,1,1,1
"4000","VT40044",0,0,0,0,0,0,0
"4001","VT40047",0,0,0,0,0,0,0
"4002","VT40048",1,0,0,0,1,1,1
"4003","VT40049",0,0,0,0,0,0,0
"4004","VT40050",0,0,0,0,0,0,1
"4005","VT40052",0,0,0,0,0,0,0
"4006","VT40053",0,0,0,0,0,0,0
"4007","VT40054",0,0,0,0,0,0,0
"4008","VT40055",1,0,0,0,0,1,1
"4009","VT40056",0,0,0,0,0,1,1
"4010","VT40058",1,0,1,1,1,1,1
"4011","VT40065",1,1,0,0,0,0,1
"4012","VT40156",1,0,0,1,1,1,1
"4013","VT40165",1,0,0,1,1,1,1
"4014","VT40166",0,0,0,0,0,0,0
"4015","VT40167",1,0,0,0,0,1,1
"4016","VT40168",0,0,0,0,0,0,0
"4017","VT40169",0,0,0,0,0,0,1
"4018","VT40171",0,0,0,0,0,0,0
"4019","VT40172",0,0,0,0,0,0,0
"4020","VT40173",0,0,0,0,1,0,0
"4021","VT40174",0,0,0,0,0,0,0
"4022","VT40175",0,0,0,0,0,0,0
"4023","VT40176",1,0,0,0,0,1,1
"4024","VT40177",1,0,0,0,0,1,1
"4025","VT40232",0,0,0,0,0,0,0
"4026","VT40346",0,0,0,0,0,0,0
"4027","VT40347",1,0,0,0,0,1,0
"4028","VT40348",0,0,0,0,0,0,0
"4029","VT40349",0,0,0,0,0,0,0
"4030","VT40350",0,0,0,0,0,0,0
"4031","VT40351",0,0,0,0,0,0,0
"4032","VT40353",0,0,0,0,0,0,0
"4033","VT40354",0,0,0,0,0,0,1
"4034","VT40355",0,0,0,0,0,0,0
"4035","VT40356",1,0,0,1,0,0,0
"4036","VT40358",1,0,0,0,0,1,1
"4037","VT40359",0,0,0,0,0,0,0
"4038","VT40362",0,0,0,1,0,0,0
"4039","VT40416",1,0,0,0,1,1,1
"4040","VT40417",1,0,0,1,1,1,1
"4041","VT40418",1,0,0,1,1,1,1
"4042","VT40419",1,1,1,1,1,1,1
"4043","VT40422",1,0,0,0,1,1,1
"4044","VT40427",1,0,0,1,1,1,0
"4045","VT40428",0,0,0,0,0,0,0
"4046","VT40429",0,0,0,0,0,0,0
"4047","VT40430",0,0,0,0,0,0,0
"4048","VT40431",0,0,0,0,0,0,0
"4049","VT40432",0,0,0,0,0,0,0
"4050","VT40433",1,0,0,1,1,1,1
"4051","VT40539",0,0,0,0,0,0,0
"4052","VT40540",0,0,0,0,0,0,0
"4053","VT40541",0,0,0,0,0,0,0
"4054","VT40542",0,0,0,0,0,0,0
"4055","VT40544",1,0,0,1,0,0,1
"4056","VT40545",0,0,0,0,0,0,0
"4057","VT40546",0,0,0,0,0,0,0
"4058","VT40547",1,0,0,0,0,1,1
"4059","VT40548",1,0,0,0,0,1,0
"4060","VT40549",1,0,0,0,0,0,1
"4061","VT40550",0,0,0,0,0,0,0
"4062","VT40551",1,0,0,0,0,0,1
"4063","VT40552",0,0,0,0,0,0,0
"4064","VT40553",0,0,0,0,0,0,0
"4065","VT40554",0,0,0,0,0,0,0
"4066","VT40555",0,0,0,0,0,0,0
"4067","VT40556",1,0,0,0,1,1,0
"4068","VT40557",0,0,0,0,1,0,1
"4069","VT40559",0,0,0,0,0,0,0
"4070","VT40560",1,0,0,0,0,0,1
"4071","VT40561",0,0,0,0,0,0,0
"4072","VT40562",0,0,0,0,0,0,0
"4073","VT40563",1,0,0,0,1,1,0
"4074","VT40564",1,0,0,0,0,1,1
"4075","VT40566",1,1,1,1,1,1,1
"4076","VT40567",1,0,0,0,1,0,1
"4077","VT40569",1,0,0,0,0,0,1
"4078","VT40571",0,0,0,0,0,0,0
"4079","VT40572",0,0,0,0,0,0,0
"4080","VT40573",0,0,0,0,0,0,0
"4081","VT40574",1,0,0,1,1,1,1
"4082","VT40575",1,0,0,1,1,0,0
"4083","VT40576",0,0,0,0,0,0,0
"4084","VT40577",0,0,0,0,0,0,0
"4085","VT40578",1,0,0,0,0,1,1
"4086","VT40579",0,0,0,0,0,1,0
"4087","VT40580",0,0,0,0,0,0,0
"4088","VT40582",0,0,0,0,0,0,1
"4089","VT40583",1,0,0,0,0,0,1
"4090","VT40584",0,0,0,0,0,0,0
"4091","VT40585",1,0,1,1,1,1,1
"4092","VT40586",0,0,0,0,0,0,0
"4093","VT40588",0,0,0,0,0,0,0
"4094","VT40589",0,0,0,0,0,0,0
"4095","VT40592",0,0,0,0,0,1,1
"4096","VT40594",0,0,0,0,0,0,0
"4097","VT40596",0,0,0,0,0,0,1
"4098","VT40597",0,0,0,0,0,0,0
"4099","VT40599",1,0,0,0,0,0,1
"4100","VT40608",0,0,0,0,1,0,0
"4101","VT40610",1,1,1,1,1,1,1
"4102","VT40611",1,1,1,1,1,1,1
"4103","VT40612",1,1,1,1,1,1,1
"4104","VT40613",1,0,0,0,0,1,1
"4105","VT40668",0,0,0,0,0,0,0
"4106","VT40698",0,0,0,0,0,0,0
"4107","VT40704",1,1,0,1,0,1,0
"4108","VT40709",1,0,0,0,0,0,1
"4109","VT40711",0,0,0,0,0,0,0
"4110","VT40712",1,0,0,0,0,1,1
"4111","VT40713",0,0,0,0,0,1,1
"4112","VT40714",1,0,0,0,0,1,1
"4113","VT40715",0,0,0,0,0,0,0
"4114","VT40721",0,0,0,0,0,0,0
"4115","VT40724",0,0,0,0,0,0,0
"4116","VT40725",1,0,0,0,0,1,0
"4117","VT40747",0,0,0,0,0,0,0
"4118","VT40755",0,0,0,0,0,0,0
"4119","VT40759",0,0,0,0,0,0,1
"4120","VT40762",1,0,0,1,1,1,1
"4121","VT40765",1,0,1,0,0,0,0
"4122","VT40767",1,0,0,0,0,1,1
"4123","VT40768",1,0,0,1,1,1,1
"4124","VT40770",1,1,1,1,1,1,1
"4125","VT40771",0,0,0,0,0,1,0
"4126","VT40836",0,0,0,0,0,0,0
"4127","VT40837",1,0,0,1,1,1,1
"4128","VT40840",1,0,1,1,1,1,1
"4129","VT40842",1,0,0,0,1,1,1
"4130","VT40845",1,0,0,0,0,1,1
"4131","VT40846",0,0,0,0,0,1,1
"4132","VT40847",0,0,0,0,0,0,0
"4133","VT40848",0,0,0,0,0,0,0
"4134","VT40850",1,0,0,0,0,1,1
"4135","VT40917",1,0,0,0,0,1,1
"4136","VT40918",0,0,0,0,0,0,0
"4137","VT40919",0,0,0,0,0,0,0
"4138","VT40920",0,0,0,0,0,0,0
"4139","VT40921",0,0,0,0,0,0,0
"4140","VT40925",0,0,0,0,1,1,1
"4141","VT40926",1,0,0,0,1,1,0
"4142","VT40927",1,1,0,0,0,0,0
"4143","VT40928",0,0,0,0,0,0,0
"4144","VT40930",0,0,0,0,0,0,1
"4145","VT40931",0,0,0,0,0,0,0
"4146","VT40935",0,0,0,0,0,0,1
"4147","VT40936",0,0,0,0,0,0,0
"4148","VT40937",0,0,0,0,0,0,0
"4149","VT40939",0,0,0,0,0,0,0
"4150","VT40962",1,0,0,0,0,1,1
"4151","VT40963",0,0,0,0,0,1,1
"4152","VT40964",0,0,0,0,0,0,0
"4153","VT40968",0,0,0,0,0,0,0
"4154","VT40969",0,0,0,0,0,0,1
"4155","VT40970",0,0,0,0,0,0,0
"4156","VT40972",0,0,0,0,0,0,0
"4157","VT40973",0,0,0,0,0,0,0
"4158","VT40974",0,0,0,0,0,0,0
"4159","VT40978",0,0,0,0,0,0,0
"4160","VT40979",1,1,0,0,0,0,0
"4161","VT40980",0,0,0,0,0,0,0
"4162","VT40981",0,0,0,0,0,0,0
"4163","VT40982",0,0,0,0,1,1,1
"4164","VT40983",0,0,0,0,0,0,1
"4165","VT41017",0,0,0,0,0,0,0
"4166","VT41018",0,0,0,0,0,0,0
"4167","VT41020",0,0,0,0,0,0,0
"4168","VT41021",0,0,0,0,0,0,0
"4169","VT41024",0,0,0,0,1,1,1
"4170","VT41025",1,0,0,1,1,1,0
"4171","VT41028",0,0,0,0,0,0,0
"4172","VT41030",0,0,0,0,0,0,0
"4173","VT41032",1,1,1,1,1,1,1
"4174","VT41033",1,0,0,1,1,1,1
"4175","VT41034",1,0,0,0,0,0,1
"4176","VT41035",1,0,0,0,1,1,1
"4177","VT41037",1,0,0,0,1,1,1
"4178","VT41038",0,0,0,0,0,0,0
"4179","VT41039",1,0,0,0,1,1,1
"4180","VT41041",0,0,0,0,0,0,0
"4181","VT41043",0,0,0,0,0,0,0
"4182","VT41044",0,0,0,0,0,0,0
"4183","VT41045",1,0,0,1,1,1,1
"4184","VT41157",0,0,0,0,0,0,0
"4185","VT41227",0,0,0,0,0,1,0
"4186","VT4124",0,0,0,0,0,0,0
"4187","VT41267",0,0,0,0,0,1,1
"4188","VT41269",1,0,0,1,1,1,1
"4189","VT41271",0,0,0,0,0,0,0
"4190","VT41273",1,1,1,1,1,1,1
"4191","VT41274",1,0,0,0,0,1,1
"4192","VT41275",0,0,0,0,0,0,0
"4193","VT41276",1,0,0,0,1,1,1
"4194","VT41277",1,0,0,0,1,1,1
"4195","VT41281",1,0,0,1,1,1,1
"4196","VT41282",0,0,0,0,0,0,0
"4197","VT41284",1,1,0,1,1,1,0
"4198","VT41286",1,0,0,0,1,1,1
"4199","VT41287",1,0,0,1,1,1,1
"4200","VT41288",1,0,1,1,1,1,1
"4201","VT41289",1,1,1,1,1,1,1
"4202","VT41290",1,1,1,1,1,1,1
"4203","VT41291",1,0,0,0,0,1,1
"4204","VT41292",1,0,0,1,1,1,1
"4205","VT41293",0,0,0,0,0,1,0
"4206","VT41294",1,0,0,0,0,1,1
"4207","VT41295",1,0,0,0,0,1,1
"4208","VT41296",1,0,0,0,1,1,1
"4209","VT41297",1,0,0,0,1,1,1
"4210","VT41298",1,0,1,1,1,1,1
"4211","VT41300",1,0,0,0,1,1,1
"4212","VT41301",1,0,0,1,1,1,1
"4213","VT41303",0,0,0,1,0,0,0
"4214","VT41304",1,1,1,1,1,0,0
"4215","VT41305",0,0,0,0,0,0,0
"4216","VT41311",0,0,0,0,0,0,0
"4217","VT41331",1,0,0,0,0,1,1
"4218","VT41362",1,0,0,0,0,1,1
"4219","VT41363",0,0,0,0,0,0,1
"4220","VT41364",0,0,0,0,0,0,0
"4221","VT41366",0,0,0,0,0,0,0
"4222","VT41367",1,0,0,0,0,0,1
"4223","VT41368",0,0,0,0,0,0,0
"4224","VT41371",0,0,0,0,0,0,0
"4225","VT41373",1,0,0,0,0,0,1
"4226","VT41379",0,0,0,0,0,0,0
"4227","VT41381",1,0,0,0,1,1,1
"4228","VT41382",0,0,0,0,0,1,1
"4229","VT41384",0,0,0,0,0,1,1
"4230","VT41385",0,0,0,0,0,0,0
"4231","VT41386",0,0,0,0,0,0,0
"4232","VT41393",0,0,0,0,0,0,0
"4233","VT41421",0,0,0,0,0,0,0
"4234","VT41422",0,0,0,1,1,1,1
"4235","VT41424",1,0,0,0,1,0,0
"4236","VT41425",0,0,0,0,0,0,0
"4237","VT41426",0,0,0,0,0,0,0
"4238","VT41427",1,1,0,0,0,1,1
"4239","VT41428",0,0,0,0,0,0,0
"4240","VT41430",0,0,0,0,0,0,0
"4241","VT41432",0,0,0,0,0,0,0
"4242","VT41433",0,0,0,0,0,0,0
"4243","VT41435",0,0,0,0,0,0,0
"4244","VT41436",1,0,0,0,1,1,1
"4245","VT41437",1,1,1,1,1,1,1
"4246","VT41439",1,0,0,1,1,1,0
"4247","VT41441",1,0,0,0,1,1,1
"4248","VT41443",0,0,0,0,0,0,0
"4249","VT41487",0,0,0,0,0,0,0
"4250","VT41488",0,0,0,0,0,0,0
"4251","VT41496",0,0,0,0,1,1,0
"4252","VT41497",0,0,0,0,0,0,0
"4253","VT41498",1,0,0,1,1,1,1
"4254","VT41499",0,0,0,0,0,0,0
"4255","VT41507",0,0,0,0,0,0,0
"4256","VT41550",1,0,0,0,1,1,0
"4257","VT41655",1,0,0,0,0,0,1
"4258","VT41656",0,0,0,0,0,0,0
"4259","VT41657",0,0,0,0,0,0,0
"4260","VT41658",0,0,0,0,0,0,0
"4261","VT41659",0,0,0,0,0,0,0
"4262","VT41660",0,0,0,0,0,0,0
"4263","VT41685",1,0,0,0,1,1,1
"4264","VT41687",1,1,1,1,1,1,1
"4265","VT41688",1,0,1,1,0,0,0
"4266","VT41689",1,1,1,1,0,0,0
"4267","VT41690",1,1,1,1,1,0,0
"4268","VT41692",1,0,0,0,0,1,1
"4269","VT41693",1,0,0,1,1,1,1
"4270","VT41694",1,0,0,0,1,1,1
"4271","VT41696",0,0,0,0,0,0,0
"4272","VT41698",0,0,0,0,0,0,0
"4273","VT41699",0,0,0,0,0,0,0
"4274","VT41701",1,0,0,0,1,1,1
"4275","VT41702",1,0,0,0,0,1,1
"4276","VT41707",1,0,0,1,1,1,1
"4277","VT41708",1,1,1,1,1,1,1
"4278","VT41709",0,0,0,0,0,0,0
"4279","VT41710",1,1,1,1,1,1,1
"4280","VT41711",1,0,1,1,1,1,1
"4281","VT41716",0,0,0,0,0,0,0
"4282","VT41717",1,0,0,0,1,1,1
"4283","VT41718",0,0,0,0,0,0,0
"4284","VT41719",0,0,1,1,0,0,1
"4285","VT41720",1,0,0,0,1,1,1
"4286","VT41721",0,0,0,0,1,1,1
"4287","VT41723",0,0,0,0,0,0,0
"4288","VT41739",1,0,0,0,0,0,1
"4289","VT41751",0,0,0,0,0,0,0
"4290","VT41791",0,0,0,0,0,0,0
"4291","VT41793",0,0,0,0,0,0,0
"4292","VT41832",0,0,0,0,0,0,0
"4293","VT41876",1,1,1,1,1,1,1
"4294","VT41878",1,0,0,0,0,1,1
"4295","VT41879",0,0,0,0,0,0,0
"4296","VT41881",1,1,1,1,1,1,0
"4297","VT41882",0,0,0,0,0,0,0
"4298","VT41883",1,0,0,0,0,1,1
"4299","VT41884",0,0,0,0,1,1,0
"4300","VT41886",0,0,0,0,0,0,0
"4301","VT41887",0,0,0,0,0,0,1
"4302","VT41890",0,0,0,0,0,0,0
"4303","VT41891",0,0,0,0,0,0,1
"4304","VT41893",0,0,0,0,0,1,1
"4305","VT41895",0,1,0,0,0,0,0
"4306","VT41896",0,0,0,0,0,0,1
"4307","VT4193",1,0,0,0,0,0,1
"4308","VT4194",0,0,0,0,0,0,0
"4309","VT4196",0,0,0,0,0,0,0
"4310","VT4197",0,0,0,0,0,1,1
"4311","VT4198",0,0,0,0,0,0,0
"4312","VT41993",1,0,0,0,0,0,1
"4313","VT41996",0,0,0,0,0,0,0
"4314","VT41997",1,0,0,0,0,1,1
"4315","VT41998",0,0,0,0,0,0,0
"4316","VT41999",0,0,0,0,0,0,0
"4317","VT42000",1,0,0,0,1,1,1
"4318","VT42001",0,0,0,0,0,1,0
"4319","VT42002",0,0,0,0,0,1,1
"4320","VT42005",1,0,0,0,0,0,1
"4321","VT42006",0,0,0,0,0,0,0
"4322","VT42007",0,0,0,0,0,0,0
"4323","VT42008",0,0,0,0,0,0,0
"4324","VT42009",1,0,0,0,0,1,1
"4325","VT42046",1,0,1,1,1,1,1
"4326","VT42048",0,0,0,0,1,0,0
"4327","VT42051",0,0,0,0,0,0,0
"4328","VT42052",0,0,0,0,0,0,0
"4329","VT42167",1,1,1,1,1,1,0
"4330","VT42327",1,1,1,1,1,1,1
"4331","VT42336",0,0,0,0,0,0,0
"4332","VT42349",1,1,1,1,1,1,1
